loc_rowid,pl_name,hostname,hd_name,hip_name,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,M2R infered radius [Rearth],Flux Contrast alpha=0 Ag=0.5,Flux Contrast alpha=90 Ag=0.5,SpT Number,Mam Inferred SpT from Teff,Mam Inferred Teff from SpT,Sep arcsec,Sep lod,Re,SpT,StarTeff,Mam Inferred StarRad from Teff,StarRad,Teq,Giant
111,55 Cnc f,55 Cnc,HD 75732,HIP 43587,Gaia DR2 704967037090946688,0,2,5,Radial Velocity,2007,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,260.98,0.24,-0.24,0.0,0.792,0.012,-0.012,0.0,,,,,,,,,,,,,,,,,46.87969,2.98759,-2.98759,0.0,0.1475,0.0094,-0.0094,0.0,46.87969,2.98759,-2.98759,0.0,0.1475,0.0094,-0.0094,0.0,Msini,0.142,0.06,-0.066,0.0,,,,,,,,,,,,,0.0,,,,,2.0,20.0,-22.0,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5317.89,80.51,-80.51,0.0,0.96,0.02,-0.02,0.0,0.97,0.05,-0.05,0.0,0.383,0.055,-0.055,0.0,[Fe/H],4.46,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,79.4274,0.0776646,-0.0776646,4.768,0.244,-0.244,4.265,0.234,-0.234,4.015,0.036,-0.036,,,,,,,,,,,,,,,,5.72973,0.0008523,-0.0008523,2021-09-20,2021-07,2021-09-20,7.573640161734835,5.5407625707289225e-08,1.7636795032601307e-08,,4.679069137223018,,0.06292956179730642,9.684990727409009,7.573640161734835,4.679069137223018,5317.89,,0.96,258.2380200808011,False
118,6 Lyn b,6 Lyn,HD 45410,HIP 31039,Gaia DR2 1004358968092652544,1,1,1,Radial Velocity,2008,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,934.3,8.6,-8.6,0.0,2.11,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,638.8383,24.47291,-24.47291,0.0,2.01,0.077,-0.077,0.0,638.8383,24.47291,-24.47291,0.0,2.01,0.077,-0.077,0.0,Msini,0.073,0.036,-0.036,0.0,,,,,,,,,,,,,0.0,2455384.0,94.0,-94.0,0.0,130.0,38.0,-38.0,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4938.0,,,0.0,5.2,,,0.0,1.44,,,0.0,,,,,,3.19,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599,0.2734,-0.2734,18.2668,0.09081,-0.09081,4.272,0.254,-0.254,3.825,0.252,-0.252,3.701,0.3,-0.3,,,,,,,,,,,,,,,,5.60686,0.001085,-0.001085,2018-12-03,2019-04,2018-12-06,11.752226001732964,1.879688688623541e-08,5.98323492536718e-09,,4.946106098899769,,0.038602339191985344,5.940980462169338,11.752226001732964,4.946106098899769,4938.0,,5.2,341.9159318661644,False
123,61 Vir c,61 Vir,HD 115617,HIP 64924,Gaia DR2 3507879565090229888,1,1,3,Radial Velocity,2009,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,38.021,0.034,-0.034,0.0,0.2175,0.0001,-0.0001,0.0,,,,,,,,,,,,,,,,,18.2,1.1,-1.1,0.0,0.057,0.003,-0.003,0.0,18.2,1.1,-1.1,0.0,0.057,0.003,-0.003,0.0,Msini,0.14,0.06,-0.06,0.0,,,,,,,,,,,,,0.0,,,,,341.0,38.0,-38.0,0.0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,117.573,0.237902,-0.237902,3.334,0.2,-0.2,2.974,0.176,-0.176,2.956,0.236,-0.236,,,,,,,,,,,,,,,,4.54052,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14,4.423510653922557,2.5062604571584344e-07,7.977674808650365e-08,4.5,,,0.0255782447326456,3.9365451781943657,4.423510653922557,4.5,5577.0,,0.96,516.7904007987394,False
125,61 Vir d,61 Vir,HD 115617,HIP 64924,Gaia DR2 3507879565090229888,1,1,3,Radial Velocity,2009,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,22.9,2.6,-2.6,0.0,0.072,0.008,-0.008,0.0,22.9,2.6,-2.6,0.0,0.072,0.008,-0.008,0.0,Msini,0.35,0.09,-0.09,0.0,,,,,,,,,,,,,0.0,,,,,314.0,20.0,-20.0,0.0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,117.573,0.237902,-0.237902,3.334,0.2,-0.2,2.974,0.176,-0.176,2.956,0.236,-0.236,,,,,,,,,,,,,,,,4.54052,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14,5.217345042869511,7.279403319945341e-08,2.3171060422577096e-08,4.5,,,0.0559781355988014,8.615151746301233,5.217345042869511,4.5,5577.0,,0.96,349.3337874410497,False
126,7 CMa b,7 CMa,HD 47205,HIP 31592,Gaia DR2 2939555954747554176,0,1,2,Radial Velocity,2011,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,763.0,17.0,-17.0,0.0,1.9,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,826.3,190.7,-190.7,0.0,2.6,0.6,-0.6,0.0,826.3,190.7,-190.7,0.0,2.6,0.6,-0.6,0.0,Msini,0.14,0.06,-0.06,0.0,,,,,,,,,,,,,0.0,2455520.0,89.0,-89.0,0.0,12.0,41.0,-41.0,0.0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,K1 III,4792.0,100.0,-100.0,0.0,2.3,0.1,-0.1,0.0,1.52,0.3,-0.3,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.25,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,50.4571,0.416775,-0.416775,2.173,0.244,-0.244,1.679,0.234,-0.234,1.564,0.252,-0.252,,,,,,,,,,,,,,,,3.67853,0.0041348,-0.0041348,2019-10-18,2011-12,2014-05-14,11.866179205941634,2.363334382443883e-08,7.522726982899516e-09,5.1,,,0.09591067182901651,14.760852305241269,11.866179205941634,5.1,4792.0,,2.3,232.5475319926082,True
129,7 CMa c,7 CMa,HD 47205,HIP 31592,Gaia DR2 2939555954747554176,1,1,2,Radial Velocity,2019,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996.0,1.5,-52.4,0.0,2.153,0.003,-0.08,0.0,,,,,,,,,,,,,,,,,276.5121,19.0698,-19.0698,0.0,0.87,0.06,-0.06,0.0,276.5121,19.0698,-19.0698,0.0,0.87,0.06,-0.06,0.0,Msin(i)/sin(i),0.08,0.05,-0.04,0.0,,,,,,,,,90.0,,,0.0,0.0,,,,,233.5,7.7,-40.2,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.19,0.06,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,50.4571,0.416775,-0.416775,2.173,0.244,-0.244,1.679,0.234,-0.234,1.564,0.252,-0.252,,,,,,,,,,,,,,,,3.67853,0.0041348,-0.0041348,2019-10-18,2019-11,2019-10-24,11.110704273343863,1.613636416917165e-08,5.136364242109226e-09,,5.026807394017833,,0.10868193497256451,16.72637632272866,11.110704273343863,5.026807394017833,4826.0,,4.87,320.13826806536605,False
141,91 Aqr b,91 Aqr,HD 219449,HIP 114855,Gaia DR2 2630155547353593216,1,3,1,Radial Velocity,2013,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.4,0.1,-0.1,0.0,0.7,,,0.0,,,,,,,,,,,,,,,,,1017.0,,,0.0,3.2,,,0.0,1017.0,,,0.0,3.2,,,0.0,Msini,0.027,0.026,-0.026,0.0,,,,,,,,,,,,,0.0,2453472.1,24.5,-24.5,0.0,177.3,0.8,-0.8,0.0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],2.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304,0.51325,-0.51325,22.6884,0.262724,-0.262724,2.263,0.246,-0.246,1.69,0.216,-0.216,1.597,0.236,-0.236,,,,,,,,,,,,,,,,3.95311,0.008843,-0.008843,2014-05-14,2013-07,2014-05-14,11.93180904994955,1.7604637159110825e-07,5.603730050423499e-08,5.0,,,0.015898106762600384,2.4467517678747557,11.93180904994955,5.0,4665.0,,11.0,815.6555178106547,True
158,BD+14 4559 b,BD+14 4559,,HIP 104780,Gaia DR2 1759623813132980864,0,1,1,Radial Velocity,2009,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,268.94,0.99,-0.99,0.0,0.777,,,0.0,,,,,,,,,,,,,,,,,467.19,,,0.0,1.47,,,0.0,467.19,,,0.0,1.47,,,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,,,,,0.0,2453293.71,6.35,-6.35,0.0,87.64,7.87,-7.87,0.0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 V,5008.0,20.0,-20.0,0.0,0.95,0.2,-0.2,0.0,0.86,0.15,-0.15,0.0,0.1,0.07,-0.07,0.0,[Fe/H],4.6,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,20.2337,0.0344514,-0.0344514,7.882,0.029,-0.029,7.455,0.018,-0.018,7.336,0.023,-0.023,,,,,,,,,,,,,,,,9.35108,0.000253,-0.000253,2018-04-25,2009-12,2014-05-14,11.564795153066513,1.3422840229594747e-07,4.272622745745511e-08,5.2,,,0.015744042794618253,2.423041002080123,11.564795153066513,5.2,5008.0,,0.95,244.24372862089538,False
169,BD+45 564 b,BD+45 564,,,Gaia DR2 353030751066772480,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,432.24663,38.13941,-38.13941,0.0,1.36,0.12,-0.12,0.0,432.24663,38.13941,-38.13941,0.0,1.36,0.12,-0.12,0.0,Msini,0.12,0.06,-0.06,0.0,,,,,,,,,2.579,,,-1.0,0.0,,,,,70.31,51.85,-51.85,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K1,5004.0,50.0,-50.0,0.0,,,,,0.81,0.07,-0.07,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.22,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622,0.1919,-0.1905,18.6205,0.0659998,-0.0659998,8.063,0.023,-0.023,7.645,0.024,-0.024,7.557,0.024,-0.024,,,,,,,,,,,,,,,,9.41266,0.000255,-0.000255,2021-05-28,2021-07,2021-05-28,11.509324237876847,1.165075406356725e-07,3.708550199929428e-08,5.1,,,0.015478721420312558,2.3822074895536773,11.509324237876847,5.1,5004.0,0.9525561083625188,,,False
173,BD+55 362 b,BD+55 362,,,Gaia DR2 412783469966211456,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,Msini,0.27,0.06,-0.06,0.0,,,,,,,,,0.601,,,-1.0,0.0,2458194.19,12.29,-12.29,0.0,-134.44,62.43,-62.43,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K3,5012.0,78.0,-78.0,0.0,,,,,0.91,0.1,-0.1,0.0,0.18,0.05,-0.05,0.0,[Fe/H],4.09,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,18.9935,0.034929,-0.034929,7.826,0.019,-0.019,7.443,0.031,-0.031,7.331,0.021,-0.021,,,,,,,,,,,,,,,,9.15305,0.000163,-0.000163,2021-05-28,2021-07,2021-05-28,10.894603400416777,1.1820727730945972e-07,3.7626544986469907e-08,5.3,,,0.01483744438336152,2.283513616925488,10.894603400416777,5.3,5012.0,0.9545747046405892,,,False
174,BD+60 1417 b,BD+60 1417,,,Gaia DR2 1579929906250111232,1,1,1,Imaging,2021,Published Confirmed,0,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,,,,,1662.0,,,0.0,14.684,0.673,-0.673,0.0,1.31,0.06,-0.06,0.0,4767.4261,1589.14204,-1589.14204,0.0,15.0,5.0,-5.0,0.0,,,,,,,,,4767.4261,1589.14204,-1589.14204,0.0,15.0,5.0,-5.0,0.0,Mass,,,,,,,,,1303.0,74.0,-74.0,0.0,,,,,0.0,,,,,,,,,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,K0,4993.0,124.0,-124.0,0.0,0.8,0.05,-0.05,0.0,1.0,,,0.0,,,,,,4.55,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,22.2159,0.0291017,-0.0291017,7.823,0.02,-0.02,7.358,0.016,-0.016,7.288,0.024,-0.024,,,,,,,,,,,,,,,,9.17439,0.000533,-0.000533,2022-01-10,2021-12,2022-01-10,,4.7297401581569923e-14,1.5055230514218563e-14,5.0,,,36.97087931521567,5689.895386612202,14.684,5.0,4993.0,,0.8,4.8316877234261515,False
175,BD+63 1405 b,BD+63 1405,,,Gaia DR2 2160951157908163968,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,,,,,,,,,,,,,,,,,1258.60049,98.52681,-98.52681,0.0,3.96,0.31,-0.31,0.0,1258.60049,98.52681,-98.52681,0.0,3.96,0.31,-0.31,0.0,Msini,0.88,0.02,-0.02,0.0,,,,,,,,,5.974,,,-1.0,0.0,,,,,94.25,3.76,-3.76,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K0,5000.0,53.0,-53.0,0.0,,,,,0.82,0.08,-0.08,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.2,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,0.0329,-0.0329,26.2541,0.0225786,-0.0225786,7.303,0.02,-0.02,6.895,0.02,-0.02,6.78,0.017,-0.017,,,,,,,,,,,,,,,,8.705,0.000257,-0.000257,2021-05-28,2021-07,2021-05-28,11.972309938029298,2.0465955771598292e-08,6.514516052299946e-09,5.0,,,0.05414313236418879,8.332740923717855,11.972309938029298,5.0,5000.0,0.9515465903431675,,,False
176,BD-00 4475 b,BD-00 4475,,HIP 114458,Gaia DR2 2651390587219807744,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,723.2,0.74,-0.74,0.0,1.48,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,7961.6016,708.75735,-708.75735,0.0,25.05,2.23,-2.23,0.0,7961.6016,708.75735,-708.75735,0.0,25.05,2.23,-2.23,0.0,Msini,0.39,0.01,-0.01,0.0,,,,,,,,,13.31,,,-1.0,0.0,2458799.64,3.47,-3.47,0.0,-97.55,2.46,-2.46,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,G0,5040.0,112.0,-112.0,0.0,,,,,0.81,0.1,-0.1,0.0,-0.14,0.06,-0.06,0.0,[Fe/H],4.25,0.22,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402,0.1816,-0.1801,23.4239,0.0987138,-0.0987138,7.483,0.023,-0.023,7.136,0.02,-0.02,6.996,0.026,-0.026,,,,,,,,,,,,,,,,8.78101,0.000253,-0.000253,2021-05-28,2021-07,2021-05-28,10.421539608474296,3.0043526283303294e-08,9.563151431797995e-09,4.0,,,0.034709030445448194,5.3417921310857,10.421539608474296,4.0,5040.0,0.961635180200907,,,False
178,BD-06 1339 c,BD-06 1339,,HIP 27803,Gaia DR2 3022099969137163904,1,1,2,Radial Velocity,2013,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,,,,,,,,,,,,,,,,,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,Msini,0.31,0.11,-0.11,0.0,,,,,,,,,,,,,0.0,2455265.2,17.6,-17.6,0.0,41.0,55.0,-55.0,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,49.3062,0.0529212,-0.0529212,7.128,0.018,-0.018,6.517,0.059,-0.059,6.305,0.018,-0.018,,,,,,,,,,,,,,,,9.10677,0.000602,-0.000602,2014-05-14,2013-03,2014-05-14,7.934702490607182,2.0160131045706376e-07,6.417169018609102e-08,5.7,,,0.021460815510989415,3.3028642388459226,7.934702490607182,5.7,4324.0,0.7787846839655447,,,False
181,BD-08 2823 c,BD-08 2823,,HIP 49067,Gaia DR2 3770419611540574080,1,1,2,Radial Velocity,2009,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,Msini,0.19,0.09,-0.09,0.0,,,,,,,,,,,,,0.0,2454193.0,13.0,-13.0,0.0,-233.0,21.0,-21.0,0.0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746.0,63.0,-63.0,0.0,,,,,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,24.1641,0.0397137,-0.0397137,7.96,0.02,-0.02,7.498,0.047,-0.047,7.323,0.021,-0.021,,,,,,,,,,,,,,,,9.50331,0.000418,-0.000418,2014-05-14,2010-03,2014-05-14,9.607856334402193,1.2096110483536576e-07,3.850311551281085e-08,5.3,,,0.016451267957284767,2.5318844287144513,9.607856334402193,5.3,4746.0,0.8871393786722855,,,False
